Plot,Rep,Column,Range,Entry,Accession,Rand,Type,Trial,Loc,Entry_no,Survival.autumn.2015,Height.2015,Basal.circumference.2015,Culm.number.2015,Fall.dormancy.date.2015,Frost.Damage.2015,Number.of.Reproductive.Culms.2015,Spring.Re.growth.Date.2016,Frost.Damage.Spring.2016,Survival.spring.2016,Overwintering.Ability.2016,Tiller.Count,Basal.Circ.during.Tiller.Count,First.Heading.Date.2016,X50..Heading.Date.2016,First.Flowering.Date.2016,X50..Flowering.Date.2016,Survival.autumn.2016,Growth.Stage.2016,Compressed.Plant.Circumference.2016,Basal.Circumference.2016,Total.Culm.2016,Repro.Culm.2016,Autumn.Dormancy.Date.2016,Frost.Damage.Autumn.2016,Lodging.2016,Culm.Length.2016,Culm.Outer.Diameter.at.the.Basal.Internode.2016,Culm.Outer.Diameter.at.Last.internode.2016,Culm.Node.Number.2016,Culm.Dry.Weight.2016,Secondary.Stem.Count.2016,Total.Weight.of.Secondary.Stems.2016,Primary.Stem.Weight.2016,Culm.Density.2016,Average.Internode.Length.2016,Biomass.Yield.fresh.weight.2016,Sub.sample.Yield.fresh.weight.2016,Sub.sample.Yield.dry.weight.2016,Moisture.content.2016,Biomass.Yield.dry.weight.2016,Spring.Re.growth.Date.2017,Frost.Damage.Spring.2017,Survival.spring.2017,Overwintering.Ability.2017,First.Heading.Date.2017,X50..Heading.Date.2017,First.Flowering.Date.2017,X50..Flowering.Date.2017,Survival.autumn.2017,Growth.Stage.2017,Compressed.Plant.Circumference.2017,Basal.Circumference.2017,Total.Culm.2017,Repro.Culm.2017,Autumn.Dormancy.Date.2017,Frost.Damage.Autumn.2017,Lodging.2017,CCirc.BCirc.2017,TCmN.Area.2017,Plant.Height.2017,Culm.Length.2017,Culm.Outer.Diameter.at.the.Basal.Internode.2017,Culm.Outer.Diameter.at.Last.internode.2017,Culm.Node.Number.2017,Culm.Dry.Weight.2017,Culm.Density..mass.volume..2017..CmDW.V.,Average.Internode.Length.2017,Biomass.Yield.fresh.weight.2017,Sub.sample.Yield.fresh.weight.2017,Sub.sample.Yield.dry.weight.2017,Moisture.content.2017,Biomass.Yield.dry.weight.2017,Prop.repro.culm.2015,Prop.repro.culm.2016,Prop.repro.culm.2017
40,1,3,AF,KMS439,KMS439,0.073494853,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,481,1,NA,NA,3,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,1,3,AG,KMS401,KMS401,0.075668926,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,443,1,NA,NA,3,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,1,3,AH,JY095,JY095,0.07810498,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,615,1,NA,NA,3,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,1,3,AI,JMTomato(N24),JMTomato(N24),0.079088786,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,329,1,75,10,6,NA,10,NA,5/15/2016,1,1,1,NA,NA,9/9/2016,9/30/2016,9/23/2016,9/30/2016,1,PF,NA,NA,21,11,10/8/2016,10,1,142.5,3.19,1.65,13,6,NA,NA,NA,NA,10.96,170,55,45.2,82.18181818,139.71,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.523809524,NA
44,1,3,AJ,JY169,JY169,0.080778886,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,690,1,NA,NA,3,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,1,3,AK,RU2012-083,RU2012-083,0.08366405,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,58,1,111,9,9,NA,10,4,5/15/2016,1,1,1,NA,NA,8/5/2016,8/12/2016,8/12/2016,8/19/2016,1,PF,NA,NA,32,11,10/1/2016,NA,1,100,3.49,2.43,9,5.04,NA,NA,NA,NA,11.11,110,42,25,59.52380952,65.48,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444,0.34375,NA
46,1,3,AL,KMS268,KMS268,0.087918581,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,355,1,NA,NA,3,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,1,3,AM,JM2014-S-3,JM2014-S-3,0.088274109,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,299,1,NA,NA,3,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,1,3,AN,JY271,JY271,0.091452684,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,792,1,NA,NA,3,NA,5,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,1,3,AO,RU2012-137,RU2012-137,0.092498891,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,103,1,102,20,5,NA,10,1,5/15/2016,1,1,1,NA,NA,7/29/2016,8/5/2016,8/5/2016,8/11/2016,1,PF,NA,NA,8,8,NA,NA,1,167.1,4.6,1.3,14,13.6,NA,NA,NA,NA,11.94,153.2,66.2,64.2,96.97885196,148.57,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,NA
50,1,3,AP,JY285,JY285,0.092605577,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,806,1,NA,NA,3,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,1,3,AQ,JY283,JY283,0.09564367,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,804,1,NA,NA,3,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,1,4,AA,RU2012-121,RU2012-121,0.09678902,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,91,1,NA,NA,3,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,1,4,AB,JY072,JY072,0.098117513,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,592,1,201,152,37,NA,8,NA,5/15/2016,1,1,1,NA,NA,NA,NA,NA,NA,1,NR,NA,NA,38,0,NA,10,NA,131,7.54,5.02,21,25.96,NA,NA,NA,NA,6.24,1500,300,110.2,36.73333333,551,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
54,1,4,AC,JY133,JY133,0.099559711,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,654,1,124,38,14,NA,9,NA,5/15/2016,1,1,1,NA,NA,9/30/2016,10/21/2016,10/14/2016,10/28/2016,1,F,NA,NA,63,25,NA,9,1,189,6.29,3.27,20,23.43,NA,NA,NA,NA,9.45,1340,180,96.1,53.38888889,715.41,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.396825397,NA
55,1,4,AD,KMS420,KMS420,0.101430895,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,462,1,55,8,2,NA,10,NA,5/15/2016,1,1,1,NA,NA,9/30/2016,10/21/2016,10/14/2016,10/28/2016,1,F,NA,NA,10,9,10/29/2016,8,1,143,4.84,2.71,16,14.82,NA,NA,NA,NA,8.94,230,180,94.3,52.38888889,120.49,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA
56,1,4,AE,JY183,JY183,0.101778683,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,704,1,103,33,7,NA,10,2,5/15/2016,1,1,1,NA,NA,9/30/2016,10/21/2016,NA,NA,1,F,NA,NA,35,9,10/29/2016,9,1,159,5.52,3.05,16,17.68,NA,NA,NA,NA,9.94,500,220,124.2,56.45454545,282.27,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.285714286,0.257142857,NA
57,1,4,AF,JY096,JY096,0.103686741,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,616,1,214,34,27,NA,8,1,5/15/2016,1,1,1,NA,NA,NA,NA,NA,NA,1,NR,NA,NA,14,0,NA,9,NA,136,7.89,1.54,11,12.14,NA,NA,NA,NA,12.36,360,300,111,37,133.2,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037037037,0,NA
58,1,4,AG,RU2012-104,RU2012-104,0.103701708,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,76,1,NA,NA,3,NA,NA,NA,6/6/2016,1,1,1,NA,NA,8/19/2016,8/26/2016,8/26/2016,9/2/2016,1,PF,NA,NA,106,1,NA,NA,1,172.1,4.5,2.1,14,7.5,NA,NA,NA,NA,12.29,550,130,84.2,64.76923077,356.23,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009433962,NA
59,1,4,AH,KMS001,KMS001,0.103786757,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,344,1,67,25,14,NA,9,1,5/15/2016,1,1,1,NA,NA,9/30/2016,10/21/2016,NA,NA,1,F,NA,NA,37,7,10/29/2016,9,1,114,5.11,1.81,16,9.18,NA,NA,NA,NA,7.13,1120,100,84.2,84.2,943.04,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.071428571,0.189189189,NA
60,1,4,AI,JY023,JY023,0.105418631,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,543,1,NA,NA,3,NA,NA,NA,6/6/2016,1,1,1,NA,NA,9/30/2016,10/21/2016,10/14/2016,NA,1,,NA,NA,14,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,1,4,AJ,KMS414,KMS414,0.106244996,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,456,1,77,14,6,NA,10,3,5/15/2016,1,1,1,NA,NA,9/30/2016,10/21/2016,10/14/2016,NA,1,F,NA,NA,16,5,10/29/2016,9,1,180.5,6.83,3.28,18,32.63,NA,NA,NA,NA,10.03,240,160,89.7,56.0625,134.55,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.3125,NA
62,1,4,AK,KMS413,KMS413,0.112491316,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,455,1,127,49,18,NA,10,11,5/15/2016,1,1,1,NA,NA,10/28/2016,10/28/2016,10/28/2016,NA,1,F,NA,NA,62,57,10/29/2016,9,1,191.5,6.48,3.87,18,30.72,NA,NA,NA,NA,10.64,1270,110,60.7,55.18181818,700.81,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.611111111,0.919354839,NA
63,1,4,AL,KMS358,KMS358,0.113350062,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,400,1,NA,NA,3,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,1,4,AM,RU2012-170,RU2012-170,0.113446932,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,130,1,NA,NA,3,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,1,4,AN,JPN-2011-008,JPN-2011-008,0.113565725,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,205,1,72,13,18,NA,10,1,5/15/2016,1,1,1,NA,NA,9/2/2016,9/9/2016,9/9/2016,9/16/2016,1,PF,NA,NA,43,14,10/8/2016,NA,1,181.5,4.54,3.47,16,19.44,NA,NA,NA,NA,11.34,350,80,67.2,84,294,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.055555556,0.325581395,NA
66,1,4,AO,RU2012-138,RU2012-138,0.121888511,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,104,1,76,17,4,NA,10,3,5/15/2016,1,1,1,NA,NA,8/5/2016,8/12/2016,8/12/2016,8/19/2016,1,PF,NA,NA,21,10,10/1/2016,NA,1,125,3.02,1.86,13,5.56,NA,NA,NA,NA,9.62,150,130,44.5,34.23076923,51.35,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,0.476190476,NA
67,1,4,AP,JM11-002,JM11-002,0.123013337,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,220,1,85,53,45,NA,NA,NA,5/15/2016,1,1,1,NA,NA,10/7/2016,10/28/2016,NA,NA,1,F,NA,NA,92,22,NA,4,1,198,7.91,3.37,20,38.61,NA,NA,NA,NA,9.9,4430,340,139.3,40.97058824,1815,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.239130435,NA
68,1,4,AQ,JY326,JY326,0.124364265,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,844,1,NA,NA,3,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,1,5,AA,JY204,JY204,0.12470105,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,725,1,115,52,16,NA,10,5,5/15/2016,1,1,1,NA,NA,7/29/2016,8/5/2016,8/5/2016,8/11/2016,1,PF,NA,NA,109,49,9/15/2016,NA,1,188,4.79,2.19,15,11.19,NA,NA,NA,NA,12.53,635,74,65.2,88.10810811,559.49,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3125,0.449541284,NA
70,1,5,AB,JPN-2011-023,JPN-2011-023,0.124906227,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,218,1,127,42,18,NA,7,NA,5/15/2016,1,1,1,NA,NA,NA,NA,NA,NA,1,NR,NA,NA,37,0,10/29/2016,9,NA,180,8.35,2.33,18,70.13,NA,NA,NA,NA,10,735,90,75.2,83.55555556,614.13,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
71,1,5,AC,JY093,JY093,0.130962388,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,613,1,193,70,20,NA,6,NA,5/15/2016,1,1,1,NA,NA,NA,NA,NA,NA,1,NR,NA,NA,21,0,NA,10,NA,224,11.2,3.11,21,52,NA,NA,NA,NA,10.67,720,168,134.3,79.94047619,575.57,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
72,1,5,AD,JY014,JY014,0.134747425,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,534,1,NA,NA,3,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,1,5,AE,RU2012-068,RU2012-068,0.137728602,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,45,1,70,9,6,NA,10,3,5/15/2016,1,1,1,NA,NA,8/19/2016,8/26/2016,8/26/2016,9/2/2016,1,PF,NA,NA,25,24,10/1/2016,5,1,139,3.69,1.41,11,7.89,NA,NA,NA,NA,12.64,90,40,36,90,81,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.96,NA
74,1,5,AF,JM2014-H-4,JM2014-H-4,0.140163709,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,232,1,114,24,7,NA,10,2,5/15/2016,1,1,1,NA,NA,9/2/2016,9/9/2016,9/9/2016,9/16/2016,1,PF,NA,NA,41,9,10/16/2016,7,1,159,4.45,1.27,13,14.63,NA,NA,NA,NA,12.23,225,60,50.2,83.66666667,188.25,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.285714286,0.219512195,NA
75,1,5,AG,JY187,JY187,0.14069766,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,708,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,1,5,AH,JY228,JY228,0.141793726,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,749,1,141,10,9,NA,10,6,5/15/2016,1,1,1,NA,NA,9/2/2016,9/9/2016,9/9/2016,9/16/2016,1,PF,NA,NA,27,8,10/1/2016,NA,1,152,3.17,1.91,12,10.43,NA,NA,NA,NA,12.67,90,72,63,87.5,78.75,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666667,0.296296296,NA
77,1,5,AI,RU2012-080,RU2012-080,0.142405017,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,55,1,51,5,2,NA,10,NA,5/15/2016,1,1,1,NA,NA,9/2/2016,9/9/2016,9/9/2016,9/16/2016,1,PF,NA,NA,5,4,10/1/2016,5,1,134,3.27,1.98,10,3.37,NA,NA,NA,NA,13.4,18,10,9,90,16.2,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA
78,1,5,AJ,KMS330,KMS330,0.143867726,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,378,1,NA,NA,3,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,1,5,AK,RU2012-102,RU2012-102,0.144051488,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,75,1,49,5,2,NA,10,NA,5/15/2016,1,1,1,NA,NA,NA,NA,NA,NA,1,NR,NA,NA,11,0,NA,NA,NA,172.3,6.3,3.2,14,11.3,NA,NA,NA,NA,12.31,167,85.6,67.4,78.73831776,131.49,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
80,1,5,AL,JM11-027-1,JM11-027-1,0.144559671,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,225,1,99,16,12,NA,9,NA,5/15/2016,1,1,1,NA,NA,9/9/2016,9/30/2016,9/23/2016,10/7/2016,1,PF,NA,NA,21,17,NA,10,1,210,5.89,3.69,15,20.78,NA,NA,NA,NA,14,5.95,78,65,83.33333333,4.96,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.80952381,NA
81,1,5,AM,M. sacchariflorus 'EMI-5'-UI11-00027,UI11-00027,0.147214857,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,174,1,141,10,24,NA,6,NA,5/15/2016,1,1,1,NA,NA,NA,NA,NA,NA,1,NR,NA,NA,21,0,NA,9,NA,219,8.25,3.41,25,44.95,NA,NA,NA,NA,8.76,350,52,44.6,85.76923077,300.19,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
82,1,5,AN,KMS378,KMS378,0.14916331,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,420,1,NA,NA,3,NA,NA,NA,6/6/2016,1,1,1,NA,NA,9/23/2016,9/30/2016,9/30/2016,10/7/2016,1,PF,NA,NA,11,6,10/8/2016,6,1,149,4.36,2.08,17,8.52,NA,NA,NA,NA,8.76,100,90,70.8,78.66666667,78.67,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.545454545,NA
83,1,5,AO,RU2012-062,RU2012-062,0.150927824,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,37,1,NA,NA,3,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
